code,name,barcode,unit,is_active,sale_price,ncm
1709,TORTA 4Q BROCOLIS.,1709,KG,0,0,19022000
1710,TORTA INT 4 QUEIJOS.,1710,KG,0,0,19022000
1860,TORTEI ABOBORA.,1860,KG,0,0,19022000
1861,TORTEI ABOBORA CARNE SECA.,1861,KG,0,0,19022000
1870,PELMENI DE CARNE TOMATE CONFIT,1870,KG,0,31.9,
1872,PELMENI 4QUEIJOS TOMATE CONFIT,1872,KG,0,31.9,
1880,CAPELETE CARNE.,1880,KG,0,0,19022000
1882,CAPELETE 4 QUEIJOS.,1882,KG,0,0,19022000
1883,CAPELETE FRANGO.,1883,KG,0,0,19022000
1890,RAVIOLE CARNE.,1890,KG,0,0,19022000
1892,RAVIOLE 4 QUEIJOS.,1892,KG,0,0,19022000
1893,RAVIOLE FRANGO.,1893,KG,0,0,19022000
1894,RAVIOLE RICOTA.,1894,KG,0,0,19022000
1895,RAVIOLE RIC ESPINAFRE.,1895,KG,0,0,19022000
1896,RAVIOLE RIC NOZES.,1896,KG,0,0,19022000
2000,TORTA HOLANDESA GRANDE,2000,UN,0,41.9,19059090
2001,TORTA MORANGO GRANDE,2001,UN,0,41.9,19059090
2002,TORTA MORANGO PEQUENA,2002,UN,0,32.9,19059090
2003,TORTA LIMAO GRANDE,2003,UN,0,41.9,19059090
2004,TORTA KIT KAT PEQUENA,2004,UN,0,32.9,19059090
2005,POTE BOLACHA 400G,2005,UN,0,11,19059090
2006,TORTA KIT KAT GRANDE,2006,UN,0,41.9,19059090
2007,TORTA FERRERO ROCHER GRANDE,2007,UN,0,41.9,19059090
2008,TORTA HOLANDESA PEQUENA,2008,UN,0,32.9,19059090
2009,DOCES CASEIROS MISTO DE ABOBORA COM BATATA,7.51E+15,UN,1,5.5,19022000
2010,DOCES CASEIROS PE DE MOCA,7.51E+15,UN,1,5.5,19022000
2011,DOCES CASEIROS MISTO DE DOCE DE LEITE,7.51E+15,UN,1,5.5,19022000
2012,DOCES CASEIROS CANUDO COM DOCE DE LEITE,7.51E+15,UN,1,5.5,19022000
2013,BARQUINHAS FRITAS REBEQUI,7.90E+17,UN,0,7.5,19021900
2014,BARQUINHAS ASSADAS REBEQUI,7.90E+17,UN,0,8.1,19021900
2015,CANAPES FRITOS REBEQUI,7.90E+17,UN,0,8.6,19021900
2016,CANUDOS REBEQUI,7.90E+17,UN,0,8.1,19021900
2017,BANANINHA MARTINS 200G,7.90E+17,UN,1,4,20079990
2018,TORRADA VOVO JUMA,7.90E+17,UN,0,6,19022000
2019,CAROLINAS VOVO JUMA,7.90E+17,UN,0,3,19022000
2020,SUSPIRO PCT150G,7.90E+17,UN,0,5.2,17049090
2021,QUEIJO PARMESAO RALADO DINAPOLI,7.90E+17,UN,0,4.7,19022000
2022,POTE DOCE DE LEITE COM MORANGO,7.90E+17,UN,0,14.5,20079990
2023,POTE DOCE DE CIDRA RALADA,7.90E+17,UN,0,14.5,20079990
2024,POTE FONDANT DE LEITE CREMOSO,7.90E+17,UN,0,14.5,20079990
2025,POTE DOCE DE LEITE COM AMEIXA,7.90E+17,UN,0,14.5,20079990
2026,POTE DOCE DE LEITE COM MARACUJA,7.90E+17,UN,0,14.5,20079990
2027,POTE DOCE DE LEITE COM GRANULADO,2027,UN,0,14.5,20079990
2028,POTE DOCE DE LEITE COM AMORA,2028,UN,0,14.5,20079990
2029,POTE DOCE DE LEITE COM CHOCOLATE,7.90E+17,UN,0,14.5,20079990
2030,POTE DOCE DE LEITE COM GOIABADA,7.90E+17,UN,0,14.5,20079990
2031,POTE DOCE DE LARANJA EM CALDA,7.90E+17,UN,0,14.5,20079990
2032,POTE DOCE MAMAO EM CALDA,7.90E+17,UN,0,14.5,20079990
2033,POTE DOCE DE LEITE COM COCO,7.90E+17,UN,0,14.5,20079990
2034,POTE COCADA CREMOSA,7.90E+17,UN,0,14.5,20079990
2035,POTE COCADA CREMOSA COM MARACUJA,7.90E+17,UN,0,14.5,20079990
2036,POTE COCADA CREMOSA DIET,7.90E+17,UN,0,15,20079990
2037,POTE GOIABADA CREMOSA DIET,7.90E+17,UN,0,15,20079990
2038,POTE DOCE DE LEITE DIET,7.90E+17,UN,0,15,20079990
2039,POTE DOCE DE LEITE COM COCO DIET,7.90E+17,UN,0,15,20079990
2040,POTE DOCE DE LEITE COM AMEIXA DIET,7.90E+17,UN,0,15,20079990
2041,GELEIA DE FRAMBOESA TATITANIA,7.91E+17,UN,1,10.2,20079990
2042,GELEIA DE JABUTICABA TATITANIA,7.90E+17,UN,1,10.2,20079990
2043,GELEIA DE UVA DIET,7.90E+17,UN,1,11,20079990
2044,CERV ARTESANAL SINGLE TRAPPIST,7.90E+17,UN,1,18.2,19022000
2045,CERV ARTESANAL IPA,7.90E+17,UN,1,18.2,19022000
2046,CERV ARTESANAL DONA CIDRA,7.90E+17,UN,1,18.2,19022000
2047,CERV ARTESANAL DUBBEL,7.90E+17,UN,1,18.2,19022000
2048,CERV ARTESANAL MARIA FUMACA,7.90E+17,UN,1,18.2,19022000
2049,CERV ARTESANAL GINGER,7.90E+17,UN,1,18.2,19022000
2050,CERV ARTESANAL TRIPEL,7.90E+17,UN,1,18.2,19022000
2051,CERV ARTESANAL WITBIER,7.90E+17,UN,1,18.2,19022000
2052,CERV ARTESANAL WEIZEN,7.90E+17,UN,1,18.2,19022000
2053,CERV ARTESANAL A IMPERATRIZ,7.90E+17,UN,1,18.3,19022000
2054,CERV ARTESANAL PUMPKIN ALE,7.90E+17,UN,1,18.3,19022000
2055,CERV ARTESANAL LADY IN BLACK,7.90E+17,UN,1,18.3,19022000
2056,CERV ARTESANAL BLACK IPA,7.90E+17,UN,1,18.3,19022000
2057,CERV ARTESANAL STOUT,7.90E+17,UN,1,18.3,19022000
2058,SORVETE ANGELATTO CAIXA C/ 10UN,7.90E+16,UN,1,16,19022000
2059,SORVETE ANGELATTO 1LITRO DIVERSOS,7.90E+16,UN,1,15,19022000
2060,SORVETE ANGELATTO 2LITROS FLOCOS,7.90E+17,UN,1,21,19022000
2061,SORVETE ANGELATTO 2LITROS CREME,7.90E+17,UN,1,21,19022000
2062,SORVETE ANGELATTO 2LITROS MORANGO,7.90E+17,UN,1,21,19022000
2063,SORVETE ANGELATTO 2LITROS CHOCOLATE,7.90E+17,UN,1,21,19022000
2064,SORVETE ANGELATTO TORTA DE SORVETE,7.90E+16,UN,1,32.9,
2065,"KIBON CREMOSISSIMO NAPOLITANO1,5L",7.89E+17,UN,0,19.9,21050010
2067,KIBON CREMOSISSIMO NAPOLITANO ESPECIAL 2L,7.89E+17,UN,0,25.9,21050010
2068,"KIBON CREMOSISSIMO CHICABON BRANCO 1,5L",2068,UN,1,19.9,21050010
2069,"KIBON CREMOSISSIMO CHICABON 1,5L",7.89E+17,UN,0,19.9,21050010
2070,"KIBON CREMOSISSIMO TENTACAO 1,5L",7.89E+17,UN,0,19.9,21050010
2071,KIBON MOUSSE LIMAO,7.89E+17,UN,0,16.9,21050010
2072,KIBON MOUSSE CHOCOLATE,7.89E+17,UN,0,16.9,21050010
2073,KIBON MOUSSE MARACUJA,7.89E+17,UN,0,16.9,21050010
2074,KIBON MAGNUM BRANCO,7.89E+17,UN,0,9.5,21050010
2075,KIBON MAGNUM CLASSICO,7.89E+17,UN,0,9.5,19022000
2076,KIBON MAGNUM AMENDOAS,7.89E+17,UN,0,8.5,19022000
2077,KIBON MAGNUM COOKIES & CREAM,7.89E+17,UN,0,9.9,19022000
2078,KIBON MAGNUM PETIT GATEAU,7.89E+17,UN,0,9.9,21050010
2079,KIBON MAGNUM CREME BRULEE,7.89E+17,UN,0,9.5,19022000
2080,KIBON MAGNUM TARTE AUX POMMES,7.89E+17,UN,1,8.5,19022000
2081,KIBON BON MORANGO,7.89E+17,UN,0,4,21050010
2082,KIBON BON COCO,7.89E+17,UN,0,4,21050010
2083,KIBON FRUTTARE CASEIRO MORANGO,7.89E+17,UN,0,4,19022000
2084,KIBON ESKI-BON CARAMELO,7.89E+17,UN,0,6,19022000
2085,KIBON MAGNUM MORANGO COM CHANTILLY,7.89E+17,UN,0,9.9,19022000
2086,KIBON FRUTTARE MUITA FRUTA MORANGO,7.89E+17,UN,0,6,21050010
2087,KIBON FRUTTARE UVA,7.89E+17,UN,0,4,21050010
2088,KIBON FRUTTARE LIMAO,7.89E+17,UN,0,4,21050010
2089,KIBON FRUTTARE MUITA FRUTA MANGA,7.89E+17,UN,0,6,19022000
2090,KIBON FRUTTARE COCO,7.89E+17,UN,0,4.5,21050010
2091,KIBON CORNETTO BISCOITO,7.89E+17,UN,1,7.2,19022000
2092,KIBON CORNETTO CROCANTE,7.89E+17,UN,1,7.2,19022000
2093,KIBON CORNETTO CHOCOMIX,7.89E+17,UN,0,4.9,21050010
2094,KIBON TABLITO,7.89E+17,UN,0,6.5,21050010
2095,KIBON BRIGADEIRO,7.89E+17,UN,0,5.5,19022000
2096,KIBON ESKI-BON,7.89E+17,UN,0,5.5,21050010
2097,KIBON ZERO,7.89E+17,UN,0,5,19022000
2098,KIBON CHICABON,7.89E+17,UN,0,4.5,21050010
2099,KIBON MINI ESKI-BON,7.89E+17,UN,0,10.5,21050010
2100,KIBON MINI DOCE DE LEITE,7.89E+17,UN,0,10.5,21050010
2101,KIBON ESKI-BON CHOCOBAR,7.89E+17,UN,0,3,19022000
2102,KIBON FRUTA+CALDA,7.89E+17,UN,0,2.25,19022000
2103,KIBON CHICABONZINHO,7.89E+17,UN,0,2.5,21050010
2104,KIBON FRUTILLY,7.89E+17,UN,0,3,21050010
2105,KIBON MAGNUM CAPUCCINO,7.89E+17,UN,1,9.5,19022000
2106,NATVEG PATE NATURAL AZEITONA VERDE,7.89E+17,UN,1,7.5,19022000
2107,NATVEG PATE NATURAL AZEITONA PRETA,7.89E+17,UN,1,7.5,19022000
2108,NATVEG PATE NATURAL MANJERICAO,7.89E+17,UN,1,7.5,19022000
2109,NATVEG PATE NATURAL ALHO,2109,UN,1,7.5,19022000
2110,AROSA MASSA FOLHADA 1KG,7.90E+17,UN,0,25.9,19021900
2111,AROSA MASSA FOLHADA LAMINADA 300G,7.90E+17,UN,0,10.9,19021900
2112,AROSA MASSA FOLHADA SEMI LAMINADA 400G,2112,UN,0,10.9,19021900
2113,AROSA MASSA FOLHADA DISCO 12,7.90E+17,UN,0,25.9,19021900
2114,AROSA FOLHADO RECHEADO CHOCOLATE,7.90E+17,UN,1,18.9,19022000
2115,AROSA FOLHADO RECHEADO AMORA,7.90E+17,UN,1,22,19022000
2116,AROSA FOLHADO RECHEADO MACA,7.90E+17,UN,1,18.9,19022000
2117,POTE DOCE DE LEITE COM NOZES,7.90E+17,UN,0,14.5,20079990
2118,POTE GOIABADA CREMOSA,7.90E+17,UN,0,14.5,20079990
2119,POTE DOCE DE FIGO EM CALDA,7.90E+17,UN,0,14.5,20079990
2120,POTE DOCE DE ABOBORA CREMOSO,7.90E+17,UN,0,14.5,20079990
2121,DOCE DE ABOBORA CREMOSO COM COCO,7.90E+17,UN,0,14.5,20079990
2122,GELEIA DE FRAMBOESA DIET,7.90E+17,UN,1,11,20079990
2123,GELEIA DE AMORA DIET,7.90E+17,UN,1,11,20079990
2124,GELEIA DE JABUTICABA DIET,7.90E+17,UN,1,11,20079990
2125,DOCE DE CIDRA RALADA DIET 190G,7.90E+17,UN,0,11,20079990
2126,GELEIA DE FIGO TATITANIA,7.90E+17,UN,0,10.2,20079990
2127,TORTA LIMAO PEQUENA,2127,UN,0,32.9,19059090
2128,DOCES CASEIROS BOMBOM DE COCO,7.51E+15,UN,1,5.5,19022000
2129,A PIPOCA CARAMELIZADA,7.90E+17,UN,0,2.2,19041000
2130,BOM DA FAZENDA QUEIJO COM REQ E TOM SEC,7.90E+17,UN,0,31.9,19022000
2131,BOM DA FAZENDA QUEIJO COM REQ E AZEITONA,7.90E+17,UN,0,31.9,19022000
2132,BOM DA FAZENDA QUEIJO COM REQ SABOR CHEDDAR,7.90E+17,UN,0,30,19022000
2133,DOURADO QUEIJO MINAS PADRAO,2133,KG,0,40.6,19022000
2134,MARAMATA QUEIJO COM NUTELLA,2134,KG,1,39,19022000
2135,MARAMATA QUEIJO TRUFADO COM REQUEIJAO,2135,KG,0,37.5,19022000
2136,RIGONI QUEIJO TIPO MUSSARELA NOZINHO TEMPERADO,2136,UN,0,11.9,15079011
2137,RIGONI QUEIJO TIPO MUSSARELA PALITINHO TEMPERADO,2137,UN,0,11.9,19022000
2138,RIGONI QUEIJO TIPO MUSSARELA PALITINHO,2138,UN,0,11.9,19022000
2139,LA BRASA BABY ESFIHA CARNE,7.90E+17,UN,0,15.5,","
2140,LA BRASA BABY ESFIHA QUEIJO FRESCO,7.90E+17,UN,0,15.5,19022000
2141,LA BRASA BABY ESFIHA CALABRESA,7.90E+17,UN,0,15.5,19022000
2142,LA BRASA BABY ESFIHA FRANGO COM REQUEIJAO,7.90E+17,UN,0,15.5,19022000
2143,LA BRASA BABY CALZONE PRESUNTO,7.90E+17,UN,0,14.9,19022000
2144,LA BRASA BABY CALZONE FRANGO COM REQUEIJAO,7.90E+17,UN,0,14.9,19022000
2145,LA BRASA BABY CALZONE CALABRESA,7.90E+17,UN,0,14.9,19022000
2146,LA BRASA BABY CALZONE MILHO COM REQUEIJAO,7.90E+17,UN,0,14.9,19022000
2147,QUEIJO MINAS FRESCAL CHAVINHO,2147,UN,1,12,19022000
2148,LA BRASA ESFIHA APERITIVO SORTIDA,7.90E+17,UN,0,18.9,
2149,TORRADA INTEGRAL VOVO JUMA,78950245,UN,0,6.5,
2150,CHOC ARCOR TABLETE AMARGO 50G,7.90E+17,UN,1,3,18063210
2151,CHOC ARCOR TABLETE AO LEITE 50G,7.90E+17,UN,1,3,18063210
2152,BALA BIG BIG MORANGO,2152,UN,0,0.1,17041000
2153,CHOC ARCOR TABLETE MESCLADO 50G,7.90E+17,UN,1,3,18063210
2154,CHOC ARCOR TABLETE ROCKLETS,7.90E+17,UN,1,3,18063210
2155,CHOC ARCOR TABLETE TORTUGUITA AO LEITE CROCANTE 50G,7.90E+17,UN,1,3,18063210
2156,CHOC ARCOR TABLETE TORTUGUITA BRANCO COM COOKIES 50G,7.90E+17,UN,1,3,17049010
2157,CHOCOVINHOS TORTUGUITA 50G,7.90E+17,UN,0,2.99,18069000
2158,PACOCA AMOR ARCOR 18G,78920057,UN,0,1,20079990
2159,BALA DURA BUTTER TOFFEES DOCE DE LEITE C/8 UN.,77955128,UN,0,1.4,17049020
2160,BOCADITO BUTTER TOFFEES DOCE DE LEITE C/6 UN.,77955456,UN,0,1.4,17049020
2161,TORTUGUITA ARCOR AO LEITE 18G,77961419,UN,0,0.8,18069000
2162,TORTUGUITA ARCOR TRI SABOR 18G,78915145,UN,1,1.1,18069000
2163,TORTUGUITA ARCOR BRANCA 18G,77961860,UN,1,0.8,18069000
2164,CHOC ARCOR SNACK AO LEITE 26G,7.90E+17,UN,1,1,18063110
2165,CHOC ARCOR SNACK DUO 26G,7.90E+17,UN,1,1,18063110
2166,CHOC ARCOR ROCKLETS 40G,7.90E+17,UN,0,2,18069000
2167,CHOC ARCOR AMENDOIM 40G,7.90E+17,UN,1,2,18063110
2168,CHOC ARCOR CHOKKO AMENDOIM 60G,7.90E+17,UN,1,2.6,18063120
2169,CHOC ARCOR CHOKKO COOKIES 60G,7.90E+17,UN,1,2.6,18063120
2170,CHOC ARCOR AERADO AO LEITE 30G,7.90E+17,UN,1,1.7,18063210
2171,CHOC ARCOR AERADO DUO 30G,7.90E+17,UN,1,1.7,18063210
2172,CHOC ARCOR BON O BON BRIGADEIRO 15G,78931244,UN,1,0.7,19053200
2173,CHOC ARCOR BON O BON AMARGO 15G,78924888,UN,1,0.7,19053200
2174,CHOC ARCOR BON O BON BEIJINHO 15G,78931251,UN,1,0.7,19053200
2175,CHICLE TOPLINE TUTTI FRUTTI C/ 4 UN.,77916389,UN,1,0.8,21069050
2176,CHICLE TOPLINE MORANGO C/ 4 UN.,78913578,UN,1,0.8,21069050
2177,CHICLE HUEVITOS BIG BIG 25G,7.89E+17,UN,0,1.5,17041000
2178,CHICLE FLICS HORTELA CARTELA C/12 UN. 17G,7.89E+17,UN,1,1,17041000
2179,CHICLE FLICS TUTTI FRUTTI CARTELA C/12 UN. 17G,7.89E+17,UN,1,1,17041000
2180,BALA BIG BIG TUTTI FRUTTI,2180,UN,0,0.1,17041000
2181,BALA POOSH! MORANGO 5G,78928008,UN,0,0.15,17041000
2182,BALA POOSH! TUTTI FRUTTI 5G,78927988,UN,0,0.15,17049020
2183,BALA POOSH! INK 5G,78919365,UN,0,0.15,17041000
2184,BALA PLUTONITA BABA DE BRUXA 5G,2184,UN,0,0.2,17041000
2185,BALA PLUTONITA CABECA DE ABOBORA 5G,2185,UN,0,0.2,17041000
2186,BALA PLUTONITA DESAFIO PAISES 5G,2186,UN,1,0.2,17041000
2187,BALA BUTTER TOFFEES CHOCOLATE,2187,UN,0,0.2,18069000
2188,BALA BUTTER TOFFEES LEITE,2188,UN,0,0.2,17049020
2189,KIBON BUBBALOO,7.89E+17,UN,1,4,21050010
2190,KIBON CORNETTO CROCANTE 60G,7.89E+17,UN,0,3.9,21050010
2191,TORTA FERRERO ROCHER PEQUENA,2191,UN,0,32.9,19059090
2192,DOCE DE ABOBORA EM PEDACOS EM CALDA,7.90E+17,UN,0,14.5,20079990
2193,MASSA PARA PIZZA LOTT 240G,7.90E+17,UN,1,4.9,19059090
2194,NUTELLA 15G,80751151,UN,1,1.5,
2195,LATA DEL VALLE GOIABA 290ML,7.89E+16,UN,0,3.8,22029900
2196,LATA DEL VALLE UVA 290ML,7.89E+16,UN,0,3.8,22029900
2197,LATA DEL VALLE PESSEGO 290ML,7.89E+16,UN,0,3.8,22029900
2198,DEL VALLE ABACAXI 1L,7.90E+17,UN,0,6.99,
2199,DEL VALLE LARANJA 1L,7.90E+17,UN,0,6.99,22029900
2200,CANUDOS GULOSURA 260G,7.90E+17,UN,0,15.5,19022000
2201,CASA DAS TORTAS HOLANDESA 450G,7.90E+16,UN,0,25.5,19059090
2202,CASA DAS TORTAS LIMAO 450G,7.90E+16,UN,1,25.5,
2203,CASA DAS TORTAS MARACUJA 450G,7.90E+16,UN,1,25.5,
2204,CASA DAS TORTAS ALEMA 450G,7.90E+16,UN,0,25.5,19059090
2205,CASA DAS TORTAS C CAKE FRUT VERM 450G,7.90E+16,UN,1,25.5,
2206,CASA DAS TORTAS FERRERO 450G,7.90E+16,UN,0,25.5,19059090
2207,CASA DAS TORTAS CHOCOLATE 450G,7.90E+16,UN,0,25.5,
2208,CASA DAS TORTAS TENTACAO MINI,7.90E+16,UN,1,5.99,
2209,CASA DAS TORTAS MARACUJA MINI,7.90E+16,UN,1,5.99,19059090
2210,CASA DAS TORTAS CHOCOLATE MINI,7.90E+16,UN,1,5.99,
2211,CASA DAS TORTAS LIMAO MINI,7.90E+16,UN,1,5.99,19059090
2212,CASA DAS TORTAS ROMEU E JULIETA MINI,7.90E+16,UN,1,5.99,
2213,CASA DAS TORTAS BRIGADEIRO MINI,7.90E+16,UN,1,5.99,
2214,CASA DAS TORTAS ALEMA MINI,7.90E+16,UN,1,5.99,
2215,CASA DAS TORTAS HOLANDESA MINI,7.90E+16,UN,0,5.99,19059090
2216,CASA DAS TORTAS FLORESTA NEGRA MINI,7.90E+16,UN,0,5.99,19059090
2217,CASA DAS TORTAS TRUFA MINI,7.90E+16,UN,1,5.99,
2218,CHOC ARCOR AVELA,7.90E+17,UN,0,2,
2219,AGUA DE COCO 450ML,79019604509,UN,0,7.9,
2220,AGUA DE COCO 300ML,6.07E+15,UN,0,4.9,
2221,RIGONI QUEIJO TIPO MUSSARELA NOZINHO,2221,UN,0,11.9,
2222,BOM DA FAZENDA QUEIJO COM REQUEIJAO,7.90E+17,UN,0,31.9,
2223,MASSA PARA PASTEL LOTT 1K,7.90E+17,UN,1,9,
2224,MASSA PARA PASTEL LOTT 500G,7.90E+17,UN,1,4.9,
2225,CASA DAS TORTAS MOUSSE LIMAO,7.90E+16,UN,0,5.99,19059090
2226,CASA DAS TORTAS MOUSSE MARACUJA,7.90E+16,UN,0,5.99,
2227,CASA DAS TORTAS MOUSSE MESCLADO,7.90E+16,UN,0,5.99,19059090
2228,CASA DAS TORTAS FERRERO 1K,7.90E+16,UN,0,42.7,19059090
2229,CASA DAS TORTAS CREME TRUFADO 1KG,7.90E+16,UN,0,47.5,19059090
2230,CASA DAS TORTAS ALEMA 1K,7.90E+16,UN,0,42.7,19059090
2231,CASA DAS TORTAS LIMAO 1K,7.90E+16,UN,1,42.7,
2232,CASA DAS TORTAS HOLANDESA 1KG,7.90E+16,UN,0,47.5,19059090
2233,AMANDITA WAFER 200G,7.90E+17,UN,0,11.2,19053200
2234,CHOC LANCY LACTA 30G,7.90E+17,UN,1,2.25,19053200
2235,CHOC TOBLERONE 100G,7.61E+16,UN,0,10.5,18063210
2236,TRIDENT MENTA C/5 UN 8G,7.90E+16,UN,0,2,21069050
2237,TRIDENT MELANCIA C/5 UN 8G,7.90E+16,UN,0,2,21069050
2238,HALLS MELANCIA C/10 UN 34G,7.90E+16,UN,1,1,17049020
2239,TRIDENT HORTELA C/5 UN 8G,7.90E+16,UN,0,2,21069050
2240,HALLS EXTRA FORTE C/10 UN 34G,7.90E+16,UN,1,1,17049020
2241,TRIDENT CANELA C/5 UN 8G,7.90E+16,UN,1,2,21069050
2242,HALLS MORANGO C/10 UN 34G,7.90E+16,UN,1,1,17049020
2243,HALLS MENTA C/10 UN 34G,7.90E+16,UN,1,1,17049020
2244,HALLS CEREJA C/10 UN 34G,7.90E+16,UN,1,1,17049020
2245,HALLS MENTHOL C/10 UN 34G,7.90E+16,UN,1,1,17049020
2246,TRIDENT MORANGO C/5 UN 8G,7.90E+16,UN,0,2,21069050
2247,TRIDENT FRESH INTENSE C/5 UN 8G,7.90E+16,UN,0,2,21069050
2248,HALLS MENTA PRATA C/10 UN 34G,7.62E+16,UN,1,1,17049020
2249,TRIDENT FRESH CEREJA ICE C/5 UN 8G,7.62E+16,UN,0,2,21069050
2250,CHOC LAKA LACTA 20G,7.62E+16,UN,1,1.2,17049010
2251,CHOC DIAMANTE NEGRO LACTA 20G,7.62E+16,UN,1,1.2,18063210
2252,CHOC SHOT LACTA 20G,7.62E+16,UN,1,1.6,18063210
2253,CHOC LACTA AO LEITE 20G,7.62E+16,UN,1,1.2,18063210
2254,CHOC 5STAR LACTA 40G,7.62E+17,UN,1,2.2,18069000
2255,CHOC LAKA OREO LACTA 20G,7.62E+17,UN,1,1.2,18063220
2256,CHOC BIS XTRA OREO LACTA 45G,7.62E+16,UN,0,3.5,19053200
2257,CHOC BIS XTRA 45G,7.62E+16,UN,0,3.5,19053200
2258,TRIDENT MIX CANELA+HORTELA C/5 UN 8G,7.62E+17,UN,0,2,21069050
2259,BARQUETES GULOSURA 130G,7.90E+17,UN,0,6.7,
2260,CASA DAS TORTAS NOVA TENTACAO 1K,7.90E+16,UN,1,42.7,19059090
2261,CASA DAS TORTAS FLORESTA NEGRA 450G,2261,UN,0,25.5,19059090
2262,CASA DAS TORTAS BOLO DE BRIGADEIRO,7.90E+16,UN,1,42.7,19059090
2263,CASA DAS TORTAS BOLO DE PRESTIGIO,7.90E+16,UN,1,35,19059090
2264,CASA DAS TORTAS BOLO DE ABACAXI C/ DOCE DE LEITE,7.90E+16,UN,1,35,19059090
2265,LA BRASA BABY ESFIHA BROCOLIS C/ REQUEIJAO 275G,7.90E+17,UN,1,11.5,
2266,LA BRASA BABY ESFIHA STROGONOFF DE CARNE 330G,7.90E+17,UN,1,13.5,
2267,LA BRASA CALZONE APERITIVO CALABRESA C/ CEBOLA 270G,2267,UN,0,11.9,
2268,LA BRASA CALZONE APERITIVO PRESUNTO C/ REQUEIJAO 270G,2268,UN,0,11.9,
2269,LA BRASA CALZONE APERITIVO MILHO C/ REQUEIJAO 270G,2269,UN,0,11.9,
2270,LA BRASA CALZONE APERITIVO FRANGO C/ REQUEIJAO 270G,2270,UN,0,11.9,
2271,DEL VALLE PESSEGO 1L,7.90E+17,UN,0,6.99,22029900
2272,AGUA DE COCO 1000ML,79019610005,UN,0,14.9,
2273,ANGELATTO HOLANDESA MINI,2273,UN,1,5.99,
2274,ANGELATTO HOLANDESA GRANDE,2274,UN,1,42.5,
2275,ANGELATTO LIMAO MINI,2275,UN,1,8,
2276,ANGELATTO LIMAO GRANDE,2276,UN,1,36.5,
2277,ANGELATTO CHEESECAKE MINI,2277,UN,1,5.99,
2278,BALA BIG BIG UVA,2278,UN,0,0.1,17041000
2279,BALA POOSH! 4 SABORES 5G,78928060,UN,0,0.15,17041000
2280,BALA CHICLE POOSH! TUTTI FRUTTI,2280,UN,0,0.1,17049020
2281,CHOC ARCOR TORTUGUITA BRINQUEDO 18G,7.90E+17,UN,1,4.9,18069000
2282,TORTUGUITA ARCOR AERADO 14G,7.90E+17,UN,1,0.8,18069000
2283,TORTUGUITA ARCOR BRIGADEIRO 14G,78915671,UN,1,0.8,18069000
2284,CHICLE FLICS MORANGO CARTELA C/12 UN. 17G,7.89E+17,UN,1,1,17041000
2285,BUTTER TOFFEES CREME DE AVELA,2285,UN,0,0.2,
2286,COFFEE BEANS CAPUCCINO ZERO,7.90E+17,UN,0,1.9,9019000
2287,COFFEE BEANS ESPRESSO,7.90E+17,UN,0,1.5,9019000
2288,KINDER BUENO,80052760,UN,1,7,
2289,"BOMBOM SONHO DE VALSA 21,5G",78939301,UN,0,1,19053200
2290,"BOMBOM OURO BRANCO 21,5G",78939318,UN,0,1,19053200
2291,TORTA MOUSSE DE CHOCOLATE GRANDE,2291,UN,0,41.9,19059090
2292,TORTA SENSACAO GRANDE,2292,UN,0,41.9,19059090
2293,TORTA MOUSSE DE MORANGO GRANDE,2293,UN,0,41.9,19059090
2294,MARIA ROSA ENROLADINHO,2294,UN,1,14,
2295,MARIA ROSA MINI PIZZA CALABRESA,2295,UN,1,14,
2296,MARIA ROSA MINI PIZZA MUSSARELA,2296,UN,1,14,
2297,MARIA ROSA MINI PIZZA PRES MUSS,2297,UN,1,14,
2298,MARIA ROSA HAMBURGUER,2298,UN,1,14,
2299,MARIA ROSA SALSICHA,2299,UN,1,14,
2300,MARIA ROSA ESFIHA CARNE,2300,UN,1,14,
2301,MARIA ROSA ESFIHA CALABRESA,2301,UN,1,14,
2302,MARIA ROSA ESFIHA FRANGO,2302,UN,1,14,
2303,TORTA LIMAO COM CAROLINAS GRANDE,2303,UN,0,41.9,19059090
2304,TORTA LIMAO COM CAROLINAS PEQUENA,2304,UN,0,32.9,19059090
2305,TORTA NOZES COM GANACHE GRANDE,2305,UN,0,41.9,19059090
2306,TORTA NOZES COM GANACHE PEQUENA,2306,UN,0,32.9,19059090
2307,TORTA MOUSSE DE LIMAO GRANDE,2307,UN,0,41.9,19059090
2308,TORTA CHEESECAKE DE MORANGO PEQUENA,2308,UN,0,28.9,19059090
2309,FIGO EM CALDA DIET 400G,7.90E+17,UN,0,15,20079990
2310,GELEIA DE MORANGO DIET,7.90E+17,UN,1,11,20079990
2311,GELEIA DE DAMASCO DIET,7.90E+17,UN,1,11,20079990
2312,TORTA NINHO COM NUTELLA PEQUENA,2312,UN,0,32.9,19059090
2313,CASA DAS TORTAS BOLO DE NINHO TRUFADO,2313,UN,0,35,
2314,CASA DAS TORTAS BOLO DE CHOCOLATE,7.90E+16,UN,1,35,
2315,LACTOPAR QUEIJO MINAS PADRAO,2315,KG,1,39,
2316,TORTA DE MARACUJA PEQUENA,2316,UN,0,28.9,19059090
2317,TORTA DE MACA PEQUENA,2317,UN,0,32.9,19059090
2318,QUEIJO COALHO LACTOPAR,2318,KG,1,31.9,4069020
2319,ANGELATTO HUNGARA MINI,2319,UN,1,7.3,19021100
